epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,79.7229,0.52393,0.39743,1.09844,0.99824,0.9403,0.96755,0.79401,0.92819,0.84994,1.65284,0.008119,0.008119,0.008119
21,83.6545,0.4863,0.38617,1.05037,0.99964,0.92537,0.94597,0.76933,1.41424,1.19991,2.21092,0.00802,0.00802,0.00802
22,87.5846,0.48846,0.39248,1.08112,0.90278,0.86567,0.9119,0.74951,1.16824,1.12603,1.65954,0.007921,0.007921,0.007921
23,91.5171,0.50211,0.37764,1.07571,0.9817,0.97015,0.98429,0.83648,0.7353,0.54438,1.43229,0.007822,0.007822,0.007822
24,95.4659,0.48681,0.37175,1.08132,1,0.92042,0.98924,0.89913,0.63885,0.47142,1.21527,0.007723,0.007723,0.007723
25,99.4213,0.47972,0.37634,1.07657,0.97038,0.97813,0.98468,0.88505,0.6299,0.41852,1.25709,0.007624,0.007624,0.007624
26,103.338,0.47923,0.37586,1.06284,0.99444,0.98507,0.98566,0.91722,0.65959,0.44695,1.21893,0.007525,0.007525,0.007525
27,107.261,0.45497,0.36385,1.06257,0.99667,0.97015,0.98505,0.91935,0.78043,0.49374,1.31147,0.007426,0.007426,0.007426
28,111.186,0.47216,0.36561,1.05484,0.99846,0.98507,0.98554,0.90288,0.61662,0.48161,1.21872,0.007327,0.007327,0.007327
29,115.115,0.4728,0.37795,1.04643,0.99869,0.98507,0.98545,0.92524,0.42944,0.3754,1.11323,0.007228,0.007228,0.007228
30,119.05,0.4606,0.36529,1.05789,0.9977,0.98507,0.98554,0.9176,0.45532,0.43376,1.09943,0.007129,0.007129,0.007129
31,122.96,0.47148,0.35831,1.03798,0.94212,0.95522,0.98185,0.94232,0.49231,0.47194,1.10742,0.00703,0.00703,0.00703
32,126.905,0.46821,0.37458,1.05062,0.96003,0.97015,0.98529,0.92856,0.46983,0.39146,1.11939,0.006931,0.006931,0.006931
33,130.819,0.46897,0.36557,1.05185,0.95447,0.98507,0.98662,0.93746,0.48024,0.42314,1.10643,0.006832,0.006832,0.006832
34,134.731,0.46401,0.36147,1.03709,0.97206,0.95522,0.9858,0.94047,0.45643,0.45634,1.09896,0.006733,0.006733,0.006733
35,138.661,0.47007,0.37033,1.05804,0.97995,0.97015,0.98549,0.92016,0.49867,0.49187,1.15782,0.006634,0.006634,0.006634
36,142.587,0.43276,0.34326,1.01294,1,0.95904,0.97592,0.90357,0.86186,0.58732,1.36589,0.006535,0.006535,0.006535
37,146.529,0.46465,0.3321,1.04102,0.99876,0.98507,0.98592,0.9053,0.69768,0.40724,1.27209,0.006436,0.006436,0.006436
38,150.456,0.46096,0.33966,1.02978,0.99821,0.98507,0.98643,0.8977,0.58853,0.36838,1.18984,0.006337,0.006337,0.006337
39,154.379,0.45439,0.34031,1.04682,0.99787,0.98507,0.98635,0.8824,0.65137,0.34885,1.2899,0.006238,0.006238,0.006238
40,158.302,0.44307,0.33927,1.03689,0.99879,0.98507,0.98669,0.88937,0.5903,0.31208,1.22885,0.006139,0.006139,0.006139
41,162.217,0.44164,0.36239,1.03599,0.99914,0.98507,0.98708,0.87278,0.66477,0.34913,1.31128,0.00604,0.00604,0.00604
42,166.132,0.43895,0.33156,1.06466,0.99905,0.98507,0.98757,0.88102,0.67475,0.39145,1.22216,0.005941,0.005941,0.005941
43,170.07,0.45881,0.34904,1.04238,0.99898,0.98507,0.98722,0.92409,0.50243,0.34122,1.09376,0.005842,0.005842,0.005842
44,174.008,0.40145,0.34015,1.04084,0.99883,0.98507,0.98662,0.90587,0.5328,0.37513,1.11963,0.005743,0.005743,0.005743
45,177.928,0.40821,0.32561,1.00935,0.97022,0.97268,0.98579,0.93892,0.47646,0.36613,1.08637,0.005644,0.005644,0.005644
46,181.866,0.41307,0.33179,0.99571,0.99309,0.98507,0.98598,0.96948,0.39352,0.30646,1.03317,0.005545,0.005545,0.005545
47,185.848,0.38654,0.30797,1.00128,0.99768,0.98507,0.99359,0.96633,0.46697,0.2727,1.05601,0.005446,0.005446,0.005446
48,189.808,0.38743,0.29197,1.0028,1,0.99957,0.995,0.93485,0.56786,0.32698,1.16697,0.005347,0.005347,0.005347
49,193.751,0.38928,0.33167,1.0014,0.99924,1,0.995,0.8966,0.53924,0.39845,1.18267,0.005248,0.005248,0.005248
50,197.702,0.41472,0.31808,1.02028,0.99906,1,0.995,0.95944,0.48162,0.36691,1.11179,0.005149,0.005149,0.005149
51,201.652,0.39494,0.29047,1.02095,0.99375,0.98507,0.99485,0.95965,0.41717,0.36862,1.07751,0.00505,0.00505,0.00505
52,205.602,0.3858,0.30236,0.99456,0.97012,1,0.99456,0.96367,0.47225,0.40435,1.0784,0.004951,0.004951,0.004951
53,209.557,0.40099,0.31137,0.99249,0.97052,1,0.99471,0.95783,0.45853,0.32586,1.08507,0.004852,0.004852,0.004852
54,213.491,0.41366,0.32989,0.98735,0.99985,1,0.995,0.94923,0.45447,0.29014,1.13105,0.004753,0.004753,0.004753
55,217.445,0.41151,0.31168,1.01343,1,0.99945,0.995,0.95008,0.51586,0.2857,1.16008,0.004654,0.004654,0.004654
56,221.412,0.36881,0.28217,0.98074,1,0.99863,0.995,0.9709,0.52526,0.31795,1.13122,0.004555,0.004555,0.004555
57,225.386,0.40131,0.31577,1.01473,0.99918,0.98507,0.98802,0.9404,0.58292,0.3555,1.17662,0.004456,0.004456,0.004456
58,229.33,0.40548,0.33884,1.029,0.99913,0.98507,0.98634,0.91868,0.59459,0.36769,1.19804,0.004357,0.004357,0.004357
59,233.294,0.40628,0.30462,1.02693,0.99923,0.98507,0.9858,0.93355,0.61263,0.36171,1.21101,0.004258,0.004258,0.004258
60,237.247,0.40666,0.31637,1.02062,0.99896,0.98507,0.98536,0.95892,0.54675,0.36158,1.18609,0.004159,0.004159,0.004159
61,241.179,0.40204,0.30604,1.00415,0.99895,0.98507,0.98566,0.95895,0.52632,0.34413,1.16609,0.00406,0.00406,0.00406
62,245.128,0.3822,0.30595,0.96886,0.99896,0.98507,0.98662,0.95872,0.51937,0.3193,1.18347,0.003961,0.003961,0.003961
63,249.065,0.34966,0.27687,0.99238,0.999,0.98507,0.98686,0.95241,0.54641,0.28885,1.19757,0.003862,0.003862,0.003862
64,253,0.37899,0.29333,1.00681,0.99909,0.98507,0.98667,0.9646,0.55804,0.25603,1.12827,0.003763,0.003763,0.003763
65,256.955,0.36503,0.28637,0.97877,0.99914,0.98507,0.98643,0.93037,0.55268,0.2927,1.09541,0.003664,0.003664,0.003664
66,260.912,0.38249,0.28977,0.99565,0.99912,0.98507,0.98944,0.9515,0.47743,0.2465,1.05176,0.003565,0.003565,0.003565
67,264.862,0.36362,0.27953,1.00652,0.99907,0.98507,0.99093,0.97008,0.44252,0.23967,1.03906,0.003466,0.003466,0.003466
68,268.821,0.35276,0.26486,0.99073,0.99555,0.98507,0.99008,0.97028,0.37997,0.2742,0.98618,0.003367,0.003367,0.003367
69,272.786,0.36819,0.29496,1.00279,0.99446,0.98507,0.99023,0.96563,0.39231,0.26359,0.98607,0.003268,0.003268,0.003268
70,276.771,0.33894,0.26468,0.98178,0.9985,0.98507,0.99198,0.975,0.40451,0.2388,0.98216,0.003169,0.003169,0.003169
71,280.774,0.3315,0.26593,0.96863,0.99909,0.98507,0.98727,0.9682,0.41328,0.2441,0.99004,0.00307,0.00307,0.00307
72,284.788,0.31964,0.25517,0.97342,0.99906,0.98507,0.99471,0.96956,0.39635,0.24814,0.99513,0.002971,0.002971,0.002971
73,288.772,0.32988,0.26354,0.98095,1,0.99908,0.995,0.97328,0.35285,0.23633,0.97974,0.002872,0.002872,0.002872
74,292.749,0.32635,0.2606,0.98866,1,0.9992,0.995,0.97703,0.36977,0.24872,0.9836,0.002773,0.002773,0.002773
75,296.774,0.34101,0.26018,0.96346,1,0.99954,0.995,0.96813,0.38672,0.233,0.98609,0.002674,0.002674,0.002674
76,300.737,0.32808,0.26579,0.98126,0.99994,1,0.995,0.9625,0.40954,0.21916,0.99689,0.002575,0.002575,0.002575
77,304.723,0.33695,0.27367,0.97016,1,0.99995,0.995,0.95918,0.4135,0.23024,0.99731,0.002476,0.002476,0.002476
78,308.722,0.36252,0.27131,0.99528,1,0.99989,0.995,0.96053,0.42397,0.22329,1.03266,0.002377,0.002377,0.002377
79,312.662,0.30477,0.23748,0.97483,1,0.99966,0.995,0.93605,0.48439,0.24813,1.08628,0.002278,0.002278,0.002278
80,316.627,0.33417,0.26136,0.98287,1,0.99931,0.995,0.94037,0.48888,0.26544,1.06339,0.002179,0.002179,0.002179
81,320.574,0.32625,0.2592,0.96869,1,0.99922,0.995,0.96873,0.44812,0.25075,0.99914,0.00208,0.00208,0.00208
82,324.539,0.32239,0.2483,0.97963,1,0.99922,0.995,0.97106,0.45529,0.26081,0.99705,0.001981,0.001981,0.001981
83,328.487,0.35469,0.27771,0.97995,1,0.99919,0.995,0.97157,0.4693,0.27997,1.00858,0.001882,0.001882,0.001882
84,332.44,0.29698,0.23629,0.96528,1,0.99919,0.995,0.95718,0.45013,0.26854,1.02531,0.001783,0.001783,0.001783
85,336.379,0.31287,0.24558,0.97111,1,0.99918,0.995,0.9531,0.4341,0.25139,1.01953,0.001684,0.001684,0.001684
86,340.333,0.31881,0.25496,0.98057,0.99918,0.98507,0.98862,0.96425,0.42855,0.25507,1.00527,0.001585,0.001585,0.001585
87,344.282,0.30695,0.23156,0.95012,0.99916,0.98507,0.98799,0.97192,0.42653,0.23744,0.99307,0.001486,0.001486,0.001486
88,348.233,0.29813,0.23327,0.96417,0.99917,0.98507,0.98782,0.96363,0.41737,0.22116,0.9954,0.001387,0.001387,0.001387
89,352.192,0.28417,0.21741,0.94724,0.99918,0.98507,0.98807,0.96348,0.42897,0.22453,1.01176,0.001288,0.001288,0.001288
90,356.137,0.32182,0.2473,0.98058,0.99917,0.98507,0.98848,0.96692,0.43528,0.2314,1.00564,0.001189,0.001189,0.001189
91,361.118,0.25029,0.248,0.93708,0.99914,0.98507,0.98775,0.97103,0.43553,0.24054,0.99067,0.00109,0.00109,0.00109
92,365.084,0.23779,0.20663,0.96182,0.99914,0.98507,0.98711,0.96918,0.43104,0.2444,0.9931,0.000991,0.000991,0.000991
93,369.025,0.22278,0.2135,0.93336,0.99914,0.98507,0.98693,0.96908,0.41713,0.24367,0.98901,0.000892,0.000892,0.000892
94,372.965,0.24172,0.20214,0.9828,0.99913,0.98507,0.98691,0.96721,0.4184,0.23268,0.99528,0.000793,0.000793,0.000793
95,376.889,0.23328,0.19188,0.92224,0.99914,0.98507,0.98687,0.97043,0.4088,0.22482,0.99387,0.000694,0.000694,0.000694
96,380.824,0.3483,0.34157,1.14007,0.99912,0.98507,0.98688,0.97871,0.36986,0.21697,0.96832,0.000595,0.000595,0.000595
97,384.776,0.20161,0.18059,0.91838,0.99913,0.98507,0.98707,0.97641,0.35858,0.22136,0.9623,0.000496,0.000496,0.000496
98,388.711,0.20448,0.16654,0.94122,0.99913,0.98507,0.98735,0.97632,0.36001,0.22394,0.96237,0.000397,0.000397,0.000397
99,392.645,0.21918,0.17587,0.94685,0.99914,0.98507,0.9875,0.97645,0.36102,0.22704,0.96045,0.000298,0.000298,0.000298
100,396.594,0.20968,0.17452,0.93933,0.99913,0.98507,0.98797,0.97854,0.36416,0.22877,0.95986,0.000199,0.000199,0.000199
