epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,201.612,0.34527,0.26575,0.98902,0.9991,0.98507,0.98724,0.97067,0.4091,0.29894,1.03913,0.005347,0.005347,0.005347
49,205.553,0.35982,0.2974,0.97593,0.99817,0.98507,0.98643,0.96486,0.47382,0.31994,1.07158,0.005248,0.005248,0.005248
50,209.53,0.36753,0.28028,0.99137,0.99897,0.98507,0.98681,0.95014,0.49682,0.3161,1.07448,0.005149,0.005149,0.005149
51,213.475,0.34689,0.26644,0.99826,1,0.99915,0.995,0.94434,0.52035,0.33784,1.08777,0.00505,0.00505,0.00505
52,217.409,0.35862,0.27791,0.98535,1,0.99915,0.995,0.97785,0.47665,0.3071,1.06226,0.004951,0.004951,0.004951
53,221.379,0.3544,0.27476,0.97472,1,0.99917,0.995,0.94479,0.4468,0.2795,1.07307,0.004852,0.004852,0.004852
54,225.316,0.36394,0.30488,0.96367,1,0.99964,0.995,0.95183,0.40077,0.25548,1.05104,0.004753,0.004753,0.004753
55,229.273,0.36218,0.2785,0.98906,0.99983,1,0.995,0.9717,0.41615,0.29036,1.07013,0.004654,0.004654,0.004654
56,233.211,0.3375,0.25406,0.95958,1,0.9998,0.995,0.98549,0.42536,0.26564,1.11413,0.004555,0.004555,0.004555
57,237.189,0.36715,0.28073,0.98877,1,0.99915,0.995,0.97122,0.46843,0.31596,1.16255,0.004456,0.004456,0.004456
58,241.148,0.36607,0.27906,0.99861,0.99912,0.98507,0.98795,0.96407,0.44563,0.30267,1.14279,0.004357,0.004357,0.004357
59,245.098,0.34738,0.25815,0.9928,0.99907,0.98507,0.9882,0.96213,0.44356,0.28307,1.09259,0.004258,0.004258,0.004258
60,249.057,0.35573,0.27109,0.98908,0.99893,0.98507,0.98825,0.97464,0.35107,0.22988,0.99486,0.004159,0.004159,0.004159
61,253.008,0.33614,0.25891,0.97758,1,0.99997,0.995,0.96198,0.34246,0.23632,0.98414,0.00406,0.00406,0.00406
62,256.995,0.34708,0.26813,0.95357,0.99975,1,0.995,0.94917,0.36546,0.24609,1.0069,0.003961,0.003961,0.003961
63,260.935,0.32342,0.24718,0.98096,0.99983,1,0.995,0.96255,0.42333,0.2661,1.03324,0.003862,0.003862,0.003862
64,264.89,0.34506,0.26093,0.99495,0.99946,1,0.995,0.96615,0.45076,0.25804,1.01866,0.003763,0.003763,0.003763
65,268.831,0.3392,0.25485,0.96901,0.99946,1,0.995,0.9724,0.43254,0.25276,1.0037,0.003664,0.003664,0.003664
66,272.79,0.3139,0.24745,0.97032,0.9994,1,0.995,0.96915,0.43221,0.25209,1.00213,0.003565,0.003565,0.003565
67,276.765,0.32883,0.24286,0.98595,0.99947,1,0.995,0.98282,0.39202,0.23162,0.98332,0.003466,0.003466,0.003466
68,280.724,0.32746,0.24302,0.97666,0.99943,1,0.995,0.97129,0.38297,0.2218,1.00115,0.003367,0.003367,0.003367
69,284.673,0.34917,0.27828,0.99247,0.99939,1,0.995,0.96549,0.36281,0.22304,0.98648,0.003268,0.003268,0.003268
70,288.619,0.33496,0.25154,0.96563,0.99937,1,0.995,0.97278,0.37965,0.23003,0.96863,0.003169,0.003169,0.003169
71,292.613,0.31228,0.24499,0.95434,0.99935,1,0.995,0.97311,0.41904,0.23176,0.9763,0.00307,0.00307,0.00307
72,296.564,0.29872,0.24364,0.9618,0.99938,1,0.995,0.97591,0.34203,0.23043,0.95293,0.002971,0.002971,0.002971
73,300.499,0.29339,0.23201,0.96498,0.99939,1,0.995,0.96992,0.30373,0.23022,0.9467,0.002872,0.002872,0.002872
74,304.448,0.30453,0.24148,0.97356,0.9994,1,0.995,0.97648,0.30494,0.20294,0.94264,0.002773,0.002773,0.002773
75,308.38,0.30686,0.24209,0.94579,0.99927,1,0.995,0.97481,0.32224,0.19923,0.93866,0.002674,0.002674,0.002674
76,312.341,0.3028,0.23989,0.96605,0.99922,1,0.995,0.98151,0.3395,0.2235,0.93551,0.002575,0.002575,0.002575
77,316.292,0.319,0.25123,0.96536,0.9993,1,0.995,0.97827,0.36614,0.2152,0.94856,0.002476,0.002476,0.002476
78,320.229,0.32066,0.2325,0.9675,0.99934,1,0.995,0.96967,0.3805,0.21751,0.96241,0.002377,0.002377,0.002377
79,324.205,0.2845,0.21765,0.96212,0.99932,1,0.995,0.9805,0.38699,0.21756,0.974,0.002278,0.002278,0.002278
80,328.165,0.2878,0.22366,0.95739,0.99933,1,0.995,0.97726,0.39977,0.23399,1.01552,0.002179,0.002179,0.002179
81,332.106,0.31438,0.25274,0.95973,0.99952,1,0.995,0.97731,0.38546,0.24015,1.01549,0.00208,0.00208,0.00208
82,336.061,0.29544,0.22301,0.96754,1,0.99925,0.995,0.97784,0.38078,0.22911,1.0045,0.001981,0.001981,0.001981
83,340.01,0.29948,0.24238,0.95734,0.99996,1,0.995,0.97767,0.40275,0.21782,1.00428,0.001882,0.001882,0.001882
84,343.982,0.26995,0.20859,0.95403,0.99945,1,0.995,0.97451,0.40576,0.22907,0.99645,0.001783,0.001783,0.001783
85,347.934,0.27822,0.2164,0.95524,0.99938,1,0.995,0.98273,0.39535,0.23227,0.99027,0.001684,0.001684,0.001684
86,351.899,0.27925,0.22712,0.96406,0.99934,1,0.995,0.98398,0.37782,0.22532,0.9765,0.001585,0.001585,0.001585
87,355.849,0.27787,0.21446,0.94045,0.9993,1,0.995,0.98465,0.36817,0.21554,0.9681,0.001486,0.001486,0.001486
88,359.789,0.25996,0.2033,0.94614,0.9993,1,0.995,0.98643,0.36211,0.22445,0.96884,0.001387,0.001387,0.001387
89,363.761,0.26223,0.19721,0.93476,0.99933,1,0.995,0.98425,0.37766,0.22677,0.98,0.001288,0.001288,0.001288
90,367.73,0.28173,0.22029,0.96365,0.9994,1,0.995,0.98097,0.38726,0.2309,0.98874,0.001189,0.001189,0.001189
91,372.644,0.21567,0.18772,0.91408,0.99937,1,0.995,0.97072,0.3797,0.23459,0.98236,0.00109,0.00109,0.00109
92,376.611,0.22825,0.19662,0.95821,0.99932,1,0.995,0.98486,0.37265,0.23212,0.97922,0.000991,0.000991,0.000991
93,380.528,0.2035,0.17178,0.92265,0.99926,1,0.995,0.98471,0.37066,0.21837,0.9737,0.000892,0.000892,0.000892
94,384.46,0.20447,0.16676,0.94295,0.99925,1,0.995,0.97828,0.37318,0.22391,0.96915,0.000793,0.000793,0.000793
95,388.418,0.21278,0.16949,0.90577,0.99926,1,0.995,0.97923,0.38245,0.22784,0.96989,0.000694,0.000694,0.000694
96,393.3,0.27218,0.21929,1.05729,0.99931,1,0.995,0.97833,0.37119,0.22117,0.96328,0.000595,0.000595,0.000595
97,398.319,0.19126,0.15867,0.91095,0.99937,1,0.995,0.9797,0.36205,0.21594,0.95824,0.000496,0.000496,0.000496
98,403.029,0.1922,0.14818,0.93648,0.99943,1,0.995,0.98365,0.35732,0.21696,0.95589,0.000397,0.000397,0.000397
99,408.041,0.19316,0.14883,0.92919,0.9995,1,0.995,0.98113,0.35373,0.2148,0.95505,0.000298,0.000298,0.000298
100,412.884,0.19107,0.14143,0.92522,0.99962,1,0.995,0.98314,0.34645,0.20918,0.95289,0.000199,0.000199,0.000199
